0;1;2;3;sum
6.43;10.0;6.06;9.0;60.55
10.0;10.0;10.0;0.0;50.0
0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0
9.29;10.0;10.0;9.63;75.49
0.0;0.0;0.0;0.0;0.0
10.0;10.0;10.0;10.0;69.29
10.0;9.63;8.71;10.0;62.75
10.0;9.41;0.0;0.0;19.41
8.29;9.3;8.75;10.0;70.99
0.0;0.0;0.0;0.0;0.0
10.0;9.41;10.0;10.0;72.93
10.0;10.0;10.0;10.0;79.9
8.1;7.39;9.13;9.33;64.39
8.38;8.67;6.15;6.63;49.58
9.29;9.72;4.33;10.0;59.02
9.57;8.8;9.38;10.0;62.82
6.14;3.91;6.79;8.13;24.97
0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0
10.0;0.0;0.0;0.0;10.0
9.52;7.87;8.96;10.0;68.3
10.0;9.15;9.38;9.33;58.76
9.14;10.0;3.21;0.0;22.35
10.0;10.0;10.0;10.0;69.69
0.0;0.0;0.0;0.0;0.0
10.0;10.0;10.0;10.0;65.3
7.86;8.89;6.69;6.3;49.22
8.57;8.28;9.08;9.47;58.96
0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0
10.0;9.78;10.0;9.67;69.16
10.0;9.52;10.0;10.0;77.74
8.57;8.22;8.25;8.67;63.65
10.0;9.41;10.0;10.0;66.33
8.05;9.72;10.0;10.0;62.6
9.24;10.0;9.75;9.5;71.85
10.0;10.0;10.0;9.33;74.29
7.52;10.0;8.46;8.0;68.7
9.24;8.09;6.4;8.5;59.22
8.33;9.78;9.25;10.0;72.1
10.0;9.52;9.27;8.47;70.07
9.24;9.52;9.33;10.0;54.6
10.0;10.0;8.92;9.0;68.6
8.57;10.0;10.0;10.0;68.43
10.0;9.3;8.54;10.0;73.66
7.62;9.89;7.98;8.8;49.42
10.0;9.78;9.13;10.0;77.28
2.57;0.0;0.0;0.0;2.57
0.0;0.0;0.0;0.0;0.0
8.81;8.76;9.27;0.0;26.84
10.0;7.96;9.25;10.0;64.13
0.0;0.0;0.0;0.0;0.0
7.38;7.04;7.25;6.3;54.77
8.48;9.44;8.02;9.33;68.17
0.0;0.0;0.0;0.0;0.0
10.0;10.0;9.17;10.0;69.17
8.81;8.78;0.0;0.0;17.59
4.48;0.0;0.0;0.0;4.48
7.33;7.0;7.67;10.0;68.45
7.62;5.0;4.92;9.0;51.03
6.67;8.96;9.75;6.3;66.14
8.29;8.89;6.19;6.43;54.27
5.95;6.98;0.0;0.0;20.31
7.86;8.93;8.17;10.0;64.57
10.0;10.0;10.0;9.67;75.48
7.38;7.15;7.71;7.43;51.38
9.43;10.0;10.0;10.0;76.74
10.0;10.0;7.15;0.0;37.15
0.0;0.0;0.0;0.0;0.0
10.0;10.0;10.0;10.0;65.88
0.0;0.0;0.0;0.0;0.0
10.0;8.63;6.88;7.63;63.53
0.0;0.0;0.0;0.0;0.0
8.67;9.44;5.67;0.0;23.78
10.0;10.0;9.08;10.0;70.41
8.1;10.0;8.63;9.67;68.78
8.57;7.2;7.19;9.0;62.69
9.52;9.3;9.58;0.0;47.75
9.71;10.0;10.0;10.0;78.5
10.0;10.0;10.0;10.0;80.0
6.9;9.15;8.75;8.0;47.72
6.38;6.2;8.08;6.17;54.92
10.0;10.0;8.75;10.0;78.5
8.57;9.04;7.31;9.43;61.97
0.0;0.0;7.5;0.0;7.5
7.86;10.0;8.33;0.0;26.19
0.0;0.0;0.0;0.0;0.0
10.0;10.0;10.0;10.0;80.0
6.95;8.56;7.92;9.17;63.23
6.86;6.78;7.92;6.43;49.42
8.67;9.13;7.25;9.0;64.58
7.81;5.72;7.6;9.0;42.56
6.86;4.22;5.15;0.0;16.23
10.0;10.0;10.0;10.0;77.71
0.0;10.0;9.33;9.8;47.7
10.0;10.0;10.0;10.0;79.76
8.29;8.52;9.58;9.83;61.2
10.0;10.0;10.0;10.0;69.43
10.0;10.0;10.0;10.0;50.0
9.71;9.41;9.13;10.0;66.96
8.38;8.11;7.13;6.47;63.06
7.29;6.0;7.13;7.83;46.79
10.0;7.3;9.33;9.47;67.61
10.0;10.0;10.0;10.0;68.26
0.0;0.0;0.0;0.0;0.0
2.38;0.0;0.0;0.0;2.38
0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0
10.0;10.0;10.0;10.0;78.87
10.0;9.07;8.4;10.0;74.31
10.0;10.0;10.0;10.0;69.4
0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0
6.38;7.7;6.88;6.8;54.56
6.86;10.0;8.96;7.33;67.03
6.19;9.52;6.79;10.0;66.74
10.0;9.04;9.17;8.13;67.05
0.0;0.0;0.0;0.0;0.0
8.57;8.8;6.79;9.8;42.09
6.9;9.35;9.08;8.63;68.58
3.33;4.39;4.35;0.0;12.07
8.33;8.89;6.31;9.8;57.78
0.0;0.0;0.0;0.0;0.0
10.0;10.0;8.58;10.0;66.69
10.0;10.0;10.0;10.0;69.06
10.0;10.0;10.0;10.0;73.77
7.14;8.89;10.0;9.67;66.89
0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0
8.57;9.46;8.4;10.0;60.3
0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0
10.0;9.15;8.54;8.63;60.41
9.71;10.0;10.0;9.47;77.2
9.71;0.0;0.0;0.0;9.71
8.05;5.56;8.13;7.8;54.1
9.52;9.56;8.83;9.47;46.67
6.76;8.28;6.88;7.63;58.78
9.29;6.48;7.94;6.97;51.93
0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0
10.0;10.0;8.75;9.63;76.13
10.0;8.26;10.0;9.83;74.99
9.29;8.15;8.75;9.27;66.25
8.29;0.0;0.0;0.0;8.29
7.86;7.52;8.4;9.67;58.71
8.29;10.0;8.13;0.0;26.42
8.57;7.8;9.08;9.8;70.31
8.76;10.0;7.83;10.0;68.19
9.43;10.0;10.0;10.0;57.2
10.0;10.0;9.33;10.0;64.65
8.81;7.3;8.21;9.1;63.3
7.71;8.72;7.04;9.8;62.32
10.0;10.0;8.83;10.0;72.99
10.0;10.0;9.44;10.0;66.45
10.0;7.22;8.58;9.63;68.6
0.0;0.0;0.0;0.0;0.0
9.24;8.56;6.35;8.13;44.26
9.52;8.0;9.33;9.83;70.14
10.0;8.52;10.0;6.8;69.04
8.43;8.72;8.96;10.0;67.61
8.1;9.3;7.13;10.0;53.54
9.52;7.91;9.27;9.0;69.83
9.14;8.54;8.21;9.0;63.53
8.57;8.67;9.33;8.3;69.9
10.0;10.0;10.0;0.0;50.0
9.29;9.15;9.25;9.83;66.26
10.0;6.83;0.0;0.0;16.83
10.0;6.81;8.75;9.47;59.4
8.1;9.19;7.63;9.67;65.25
10.0;0.0;0.0;0.0;10.0
10.0;10.0;9.75;10.0;75.2
9.05;10.0;8.29;8.63;61.31
10.0;6.3;7.46;8.0;56.37
0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0
10.0;10.0;8.33;10.0;73.78
8.57;7.43;7.6;0.0;23.6
0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0
10.0;10.0;10.0;10.0;77.74
0.0;0.0;0.0;0.0;0.0
8.81;8.07;8.83;8.5;61.96
8.29;10.0;8.38;10.0;71.98
5.86;10.0;10.0;9.67;61.2
9.29;8.11;8.67;0.0;26.07
10.0;6.61;8.83;8.83;60.51
9.14;9.63;8.21;9.8;59.92
9.71;9.63;9.17;0.0;44.75
0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0
10.0;10.0;10.0;10.0;76.47
9.52;9.07;10.0;9.0;72.51
10.0;10.0;10.0;10.0;68.57
0.0;0.0;0.0;0.0;0.0
9.29;4.93;0.0;0.0;14.22
10.0;10.0;10.0;10.0;79.8
9.52;10.0;10.0;10.0;71.34
4.67;4.43;4.35;4.8;42.5
10.0;10.0;8.75;0.0;45.82
0.0;0.0;0.0;0.0;0.0
7.62;10.0;9.0;10.0;62.85
8.1;8.8;7.42;9.47;46.98
10.0;9.41;9.5;9.63;73.81
0.0;0.0;3.81;0.0;3.81
10.0;10.0;8.92;8.6;54.65
10.0;10.0;8.75;8.63;63.64
0.0;0.0;0.0;0.0;0.0
10.0;8.31;8.54;9.83;62.63
0.0;0.0;0.0;0.0;0.0
9.05;8.78;0.0;10.0;58.77
10.0;7.44;7.96;6.47;51.14
3.52;4.06;5.15;0.0;12.73
7.62;6.43;8.46;9.8;65.51
10.0;10.0;10.0;10.0;77.89
9.52;9.63;7.83;10.0;67.34
8.38;8.09;8.65;9.47;64.84
5.48;10.0;5.9;8.47;48.15
8.24;9.41;6.46;9.0;63.59
10.0;9.78;9.25;9.47;70.05
0.0;0.0;0.0;0.0;0.0
2.62;5.52;3.42;7.63;35.11
0.0;0.0;0.0;0.0;0.0
10.0;9.41;10.0;10.0;76.98
8.05;8.28;8.96;9.47;66.23
0.0;0.0;0.0;0.0;0.0
8.57;10.0;7.25;0.0;34.39
10.0;9.41;9.33;9.63;75.76
0.0;0.0;0.0;0.0;0.0
8.33;7.31;8.96;8.3;55.03
7.1;9.22;9.58;9.0;59.13
10.0;9.26;8.54;10.0;76.54
0.0;0.0;0.0;0.0;0.0
8.05;10.0;5.63;10.0;58.09
10.0;10.0;10.0;10.0;80.0
10.0;10.0;0.0;0.0;20.0
10.0;10.0;8.33;8.67;69.6
9.05;9.63;7.4;9.27;65.16
8.57;8.69;7.33;9.47;66.32
7.86;6.93;8.83;9.63;57.41
7.86;8.76;8.75;9.63;60.79
10.0;9.15;10.0;10.0;57.61
0.0;0.0;0.0;0.0;0.0
10.0;8.89;8.83;9.33;75.48
10.0;8.52;9.38;10.0;73.69
0.0;0.0;0.0;0.0;0.0
8.1;6.06;7.25;7.63;48.89
0.0;0.0;0.0;0.0;0.0
10.0;8.87;8.96;9.5;76.14
8.57;8.3;9.58;9.67;67.14
7.57;8.72;6.04;5.8;43.71
0.0;0.0;0.0;0.0;0.0
10.0;10.0;10.0;10.0;66.54
8.1;8.54;9.58;9.83;72.61
0.0;0.0;0.0;0.0;0.0
4.52;6.98;4.75;0.0;24.08
8.1;6.89;9.38;8.77;66.31
9.43;9.26;7.71;9.8;69.03
10.0;9.3;9.44;0.0;28.74
10.0;10.0;10.0;10.0;70.0
9.24;8.07;8.54;9.83;68.25
10.0;9.57;10.0;10.0;65.61
3.1;0.0;0.0;0.0;3.1
4.52;0.0;0.0;0.0;4.52
0.0;0.0;0.0;0.0;0.0
6.14;8.3;6.88;8.63;64.54
0.0;0.0;0.0;0.0;0.0
10.0;8.15;10.0;9.33;76.28
9.14;9.57;8.19;10.0;64.69
0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0
10.0;9.63;10.0;0.0;29.63
7.71;10.0;9.0;10.0;68.8
10.0;10.0;10.0;10.0;80.0
0.0;0.0;0.0;0.0;0.0
5.95;8.24;7.21;9.47;60.45
7.14;10.0;7.46;9.83;67.25
10.0;9.41;10.0;10.0;79.41
0.0;0.0;0.0;0.0;0.0
7.48;8.67;7.75;10.0;66.62
9.29;8.67;8.65;9.63;62.19
7.14;9.63;7.58;9.83;66.69
10.0;10.0;10.0;10.0;68.04
0.0;0.0;0.0;0.0;0.0
10.0;9.3;6.31;10.0;63.9
8.1;9.52;9.08;10.0;67.7
10.0;9.72;7.4;10.0;72.33
0.0;0.0;0.0;0.0;0.0
10.0;10.0;10.0;10.0;78.1
10.0;8.89;8.71;8.63;61.8
2.43;3.19;2.56;0.0;8.18
10.0;10.0;10.0;10.0;67.4
10.0;8.39;9.58;9.83;58.43
9.14;8.93;7.29;9.63;57.23
7.1;9.52;9.25;10.0;35.87
8.1;9.63;7.04;9.47;66.86
9.52;9.63;7.38;9.0;60.85
9.52;8.67;8.71;9.67;62.24
10.0;10.0;7.58;7.47;70.97
10.0;10.0;10.0;10.0;77.38
9.86;9.52;8.23;0.0;27.61
10.0;10.0;10.0;10.0;75.5
7.71;9.15;9.17;10.0;69.41
10.0;9.41;9.5;9.63;62.6
7.81;9.19;10.0;9.67;69.14
7.33;9.26;8.96;6.67;57.28
6.14;8.89;8.44;10.0;67.95
8.1;8.96;9.75;10.0;74.05
9.52;10.0;9.75;10.0;39.27
6.81;7.35;6.25;9.33;60.31
7.14;7.37;8.04;8.8;62.26
8.33;9.63;8.67;8.97;61.64
9.71;9.52;8.75;9.0;73.62
10.0;10.0;9.75;10.0;76.81
6.76;9.63;7.5;10.0;60.54
0.0;0.0;0.0;0.0;0.0
10.0;10.0;10.0;9.33;77.63
8.57;7.72;7.08;7.13;61.82
10.0;9.19;8.42;9.47;69.28
10.0;8.35;7.46;8.97;65.26
7.57;5.85;8.46;9.47;63.45
10.0;9.41;9.27;10.0;65.34
10.0;9.04;8.75;10.0;73.75
10.0;10.0;10.0;9.67;69.57
0.0;0.0;0.0;0.0;0.0
8.52;10.0;9.06;9.33;67.78
6.48;8.57;9.0;9.83;65.69
10.0;10.0;9.17;10.0;75.19
7.29;8.13;6.63;9.47;37.44
9.1;7.39;6.96;8.47;63.56
9.52;10.0;8.44;10.0;60.19
10.0;9.63;10.0;10.0;76.35
5.1;7.61;8.96;9.8;59.46
10.0;7.37;10.0;0.0;27.37
6.0;10.0;10.0;10.0;63.71
6.67;9.11;6.31;8.67;55.31
8.57;7.98;10.0;5.67;65.28
10.0;10.0;10.0;9.0;61.9
0.0;0.0;0.0;0.0;0.0
10.0;10.0;10.0;10.0;66.47
10.0;8.78;8.21;10.0;75.62
0.0;2.56;0.0;0.0;2.56
10.0;10.0;9.75;9.83;66.18
9.52;8.54;8.96;10.0;74.98
8.57;9.3;6.79;9.47;42.67
9.52;9.78;6.06;10.0;58.75
0.0;0.0;0.0;0.0;0.0
7.38;9.78;7.88;0.0;25.04
10.0;10.0;9.33;10.0;76.13
9.0;8.98;8.75;0.0;36.94
10.0;10.0;9.33;10.0;69.39
0.0;0.0;8.46;0.0;8.46
10.0;9.04;10.0;10.0;75.41
0.0;0.0;0.0;0.0;0.0
8.52;7.74;7.04;9.83;60.15
10.0;9.78;8.13;0.0;27.91
7.14;9.3;7.63;9.0;65.14
10.0;10.0;8.46;10.0;64.41
0.0;0.0;0.0;0.0;0.0
10.0;9.63;9.33;10.0;76.05
8.81;10.0;9.58;9.47;51.39
10.0;8.17;7.42;6.97;56.1
9.29;9.26;7.42;10.0;67.49
10.0;10.0;10.0;10.0;78.57
8.1;6.57;8.54;9.3;32.51
10.0;10.0;9.17;10.0;72.76
9.52;9.78;8.81;10.0;62.74
10.0;10.0;10.0;10.0;80.0
10.0;10.0;10.0;10.0;70.0
8.19;9.24;8.96;8.63;42.76
9.05;10.0;9.38;10.0;75.23
0.0;0.0;0.0;0.0;0.0
6.76;0.0;0.0;0.0;6.76
0.0;0.0;0.0;0.0;0.0
9.29;9.07;7.5;10.0;69.92
9.24;10.0;7.92;10.0;68.03
8.57;7.96;0.0;0.0;16.53
10.0;9.89;8.5;8.8;65.54
9.05;9.04;8.17;10.0;68.25
10.0;8.89;9.17;8.3;73.0
0.0;0.0;0.0;0.0;0.0
10.0;8.13;0.0;0.0;18.13
10.0;9.63;9.69;10.0;77.13
0.0;0.0;0.0;0.0;0.0
7.38;7.22;8.54;9.6;60.13
10.0;10.0;10.0;10.0;77.7
6.86;6.78;9.08;0.0;37.57
9.05;10.0;6.92;6.93;61.53
7.81;7.8;8.96;9.67;64.67
9.52;0.0;8.35;9.67;50.02
3.81;3.65;6.23;8.67;43.6
9.52;7.17;7.71;8.8;46.8
6.38;9.72;0.0;0.0;16.1
8.57;9.04;8.13;10.0;67.71
8.81;8.59;5.98;7.8;52.88
7.33;9.26;7.98;9.3;60.88
8.67;7.41;9.38;9.63;35.09
9.52;10.0;8.83;10.0;75.53
10.0;10.0;9.08;10.0;75.72
10.0;10.0;0.0;0.0;20.0
10.0;10.0;8.5;10.0;47.88
10.0;10.0;0.0;0.0;20.0
0.0;0.0;0.0;0.0;0.0
7.62;7.44;7.46;7.3;49.63
0.0;0.0;0.0;0.0;0.0
8.57;10.0;9.08;10.0;74.47
8.57;7.56;8.75;8.5;69.62
8.1;9.26;8.58;10.0;53.02
10.0;6.98;7.71;10.0;48.68
9.24;9.15;9.25;9.63;61.0
8.71;8.43;7.15;9.83;64.02
9.71;8.54;9.75;10.0;73.46
5.81;0.0;0.0;0.0;5.81
0.0;0.0;0.0;0.0;0.0
9.24;9.26;10.0;10.0;75.47
9.52;8.87;7.96;8.5;66.62
8.81;6.69;7.29;6.8;53.6
10.0;8.46;7.71;9.8;45.1
8.57;8.28;8.83;10.0;68.17
9.52;8.65;8.21;9.63;72.16
10.0;9.72;9.69;9.33;65.22
10.0;10.0;10.0;10.0;70.0
0.0;0.0;0.0;0.0;0.0
7.1;8.33;9.75;9.5;62.96
7.1;9.63;9.58;0.0;44.88
10.0;10.0;9.25;10.0;68.01
10.0;10.0;6.75;8.43;65.89
10.0;10.0;9.25;10.0;70.47
6.0;6.41;6.27;6.13;43.68
9.24;9.41;8.08;10.0;61.33
9.38;8.44;4.46;10.0;57.19
9.52;9.17;8.92;9.33;72.66
10.0;9.63;9.33;8.63;71.29
7.81;7.39;7.77;8.83;56.51
10.0;10.0;9.75;10.0;73.84
5.76;6.7;8.44;10.0;66.48
10.0;9.63;8.44;10.0;45.93
0.0;0.0;0.0;0.0;0.0
8.81;9.63;8.02;10.0;61.53
6.86;9.04;9.17;10.0;68.31
10.0;10.0;9.75;10.0;76.19
0.0;0.0;0.0;0.0;0.0
8.52;9.72;8.33;10.0;53.89
8.52;9.04;9.33;10.0;54.11
7.33;6.93;0.0;10.0;57.45
0.0;10.0;10.0;0.0;20.0
